DESTINATION_COUNTRY,BUYER_ADDRESS,BUYER_NAME,COUNTRY_ISO_CODE_2,CURRENCY,EXPORTER_ADDRESS,EXPORTER_NAME,EXP_DATE,FOB_VALUE,GROSS_WEIGHT,HS_CODE,INCOTERMS,NET_WEIGHT,PACKAGE_UNIT,PRODUCT_DESCRIPTION,QUANTITY_OF_PACKAGE,_id,HS_CODE_DESCRIPTION,initial_id
MALAYSIA,,GAC CARGO SYSTEMS MALAYSIA SDN BHD,MY,USD,"SHELL PHILIPPINES EXPLORATION B.V., 19F ASIAN STAR BLDG., ASEAN DRIVE, FILINVEST CORPORATE CITY MUNTINLUPA 1781",PRIME ENERGY RESOURCES DEVELOPMENT,2025-05-02T00:00:00Z,83072.28,34.77,85176269,DDP,25,CR,CATALYST 9500 24X1 10 25G AND 4 PORT 40 100G ADVANTAGE C9500 CISCO,1,5b30298b-5658-469a-9256-3dd14c86ac9e,70063241011082L -- 1RU SPLICE PATCH DRAWER 96 WAY LC-APC LOADED LH,1809
MALAYSIA,,GAC CARGO SYSTEMS MALAYSIA SDN BHD,MY,USD,"SHELL PHILIPPINES EXPLORATION B.V., 19F ASIAN STAR BLDG., ASEAN DRIVE, FILINVEST CORPORATE CITY MUNTINLUPA 1781",PRIME ENERGY RESOURCES DEVELOPMENT,2025-05-02T00:00:00Z,31520.61,37.57,85176243,DDP,25.9,CR,TREND MICRO TIPPING POINT IPS SMS DELL POWEREDGE SERVER R640 TREND MICRO DELL,0,fe7a1d84-cd7e-46ff-a81a-cc85aabfae11,OTHER,1810
SINGAPORE,,HEWLETT PACKARD ASIA PACIFIC PRIVATE LIMITED,SG,USD,CORPORATION/25F TWENTY-FIVE SEVEN M CKINLEY 25TH ST. COR. 7TH AVE. BGC TAGUIG 1630 PHILIPPINES,HEWLETT PACKARD PHILIPPINES CORP,2025-05-02T00:00:00Z,305.3,4.3,85176243,DDU,4.1,PE,SU HPE 5140 48G 4SFP EI SW,1,02fd146f-e6cb-49e8-b8e8-db989635b958,OTHER,1811
SINGAPORE,,HEWLETT PACKARD ASIA PACIFIC PRIVATE LIMITED,SG,USD,CORPORATION/25F TWENTY-FIVE SEVEN M CKINLEY 25TH ST. COR. 7TH AVE. BGC TAGUIG 1630 PHILIPPINES,HEWLETT PACKARD PHILIPPINES CORP,2025-05-02T00:00:00Z,365.18,5.4,85176243,DDU,5.2,PE,SP HPE 1950 12XGT 4SFP SWITC,1,b64ac1ae-54c4-4833-b7e0-2a6471f1d0dc,OTHER,1812
MALAYSIA,,GAC CARGO SYSTEMS MALAYSIA SDN BHD,MY,USD,"SHELL PHILIPPINES EXPLORATION B.V., 19F ASIAN STAR BLDG., ASEAN DRIVE, FILINVEST CORPORATE CITY MUNTINLUPA 1781",PRIME ENERGY RESOURCES DEVELOPMENT,2025-05-02T00:00:00Z,14624,38.37,85176251,DDP,28,CR,ARUBA AP 635 RW CAMPUS AP HP ARUBA R7J24A,0,c82b0e78-657f-49d2-b9b5-b22926308b4b,ELPAP11 WIRELESS LAN UNIT,1813
SINGAPORE,,HEWLETT PACKARD ASIA PACIFIC PRIVATE LIMITED,SG,USD,CORPORATION/25F TWENTY-FIVE SEVEN M CKINLEY 25TH ST. COR. 7TH AVE. BGC TAGUIG 1630 PHILIPPINES,HEWLETT PACKARD PHILIPPINES CORP,2025-05-02T00:00:00Z,877.79,7.2,85176243,DDU,7,PE,SU 5520 48G 4SFP HI SWCH,1,2c08c481-bbd4-476b-96fa-1aaf9659ecdd,OTHER,1814
MALAYSIA,,GAC CARGO SYSTEMS MALAYSIA SDN BHD,MY,USD,"SHELL PHILIPPINES EXPLORATION B.V., 19F ASIAN STAR BLDG., ASEAN DRIVE, FILINVEST CORPORATE CITY MUNTINLUPA 1781",PRIME ENERGY RESOURCES DEVELOPMENT,2025-05-02T00:00:00Z,2860,6.87,85176299,DDP,5,CR,POLY TRIO C60 IP CONFERENCE PHONE FULL RADIO AND POE ENABLED A P POLYTRIO,0,83c4ce02-be26-4635-9365-8a473c509d0e,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1815
SINGAPORE,,HEWLETT PACKARD ASIA PACIFIC PRIVATE LIMITED,SG,USD,CORPORATION/25F TWENTY-FIVE SEVEN M CKINLEY 25TH ST. COR. 7TH AVE. BGC TAGUIG 1630 PHILIPPINES,HEWLETT PACKARD PHILIPPINES CORP,2025-05-02T00:00:00Z,646.09,6.2,85176243,DDU,6,PE,SU 5140 48G 4SFP 1SLOT HI S,1,5cfe3054-ad53-49df-aa9b-1bee0d2a4696,OTHER,1816
MALAYSIA,,GAC CARGO SYSTEMS MALAYSIA SDN BHD,MY,USD,"SHELL PHILIPPINES EXPLORATION B.V., 19F ASIAN STAR BLDG., ASEAN DRIVE, FILINVEST CORPORATE CITY MUNTINLUPA 1781",PRIME ENERGY RESOURCES DEVELOPMENT,2025-05-02T00:00:00Z,12351.8,28.43,85176269,DDP,19.6,CR,"CATALYST 9200 COMPACT SWITCH 8 PORT POE 240W, ADV CISCO C9200CX",1,fe0f784b-0bc2-4257-8210-b0cc959d00f6,70063241011082L -- 1RU SPLICE PATCH DRAWER 96 WAY LC-APC LOADED LH,1817
SINGAPORE,,HEWLETT PACKARD ASIA PACIFIC PRIVATE LIMITED,SG,USD,CORPORATION/25F TWENTY-FIVE SEVEN M CKINLEY 25TH ST. COR. 7TH AVE. BGC TAGUIG 1630 PHILIPPINES,HEWLETT PACKARD PHILIPPINES CORP,2025-05-02T00:00:00Z,340.35,6.2,85176243,DDU,6,PE,SP ARUBA 2540 48G POE 4SFP,1,d89be88f-1472-46d4-b9da-523fda0745ef,OTHER,1818
SINGAPORE,,HEWLETT PACKARD ASIA PACIFIC PRIVATE LIMITED,SG,USD,CORPORATION/25F TWENTY-FIVE SEVEN M CKINLEY 25TH ST. COR. 7TH AVE. BGC TAGUIG 1630 PHILIPPINES,HEWLETT PACKARD PHILIPPINES CORP,2025-05-02T00:00:00Z,81.6,1.2,85176251,DDU,1,PE,SU INSTANT ON AP17 RW ACCES,1,50831b32-162c-4723-b1aa-080ec3984237,ELPAP11 WIRELESS LAN UNIT,1819
SINGAPORE,,HEWLETT PACKARD ASIA PACIFIC PRIVATE LIMITED,SG,USD,CORPORATION/25F TWENTY-FIVE SEVEN M CKINLEY 25TH ST. COR. 7TH AVE. BGC TAGUIG 1630 PHILIPPINES,HEWLETT PACKARD PHILIPPINES CORP,2025-05-02T00:00:00Z,305.3,4.3,85176243,DDU,4.1,PE,SU HPE 5140 48G 4SFP EI SW,1,70dc40f4-0a58-4edc-bcfb-9148a42d20a0,OTHER,1820
SINGAPORE,,HEWLETT PACKARD ASIA PACIFIC PRIVATE LIMITED,SG,USD,CORPORATION/25F TWENTY-FIVE SEVEN M CKINLEY 25TH ST. COR. 7TH AVE. BGC TAGUIG 1630 PHILIPPINES,HEWLETT PACKARD PHILIPPINES CORP,2025-05-02T00:00:00Z,951.7,4.7,85176299,DDU,4.5,PE,SU6400 24P 10GT 4SFP56 V2 MOD,1,e545ad28-d027-4a54-9692-d41b5068cc84,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1821
MALAYSIA,,GAC CARGO SYSTEMS MALAYSIA SDN BHD,MY,USD,"SHELL PHILIPPINES EXPLORATION B.V., 19F ASIAN STAR BLDG., ASEAN DRIVE, FILINVEST CORPORATE CITY MUNTINLUPA 1781",PRIME ENERGY RESOURCES DEVELOPMENT,2025-05-02T00:00:00Z,16228,19.47,85176299,DDP,14,CR,HPE ANW CLEARPASS N1000 1G HW APPLIANCE HP ARUBA S3N67A,0,f859d3f2-cb88-46bf-a278-01c8dbdbd650,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1822
SINGAPORE,,HEWLETT PACKARD ASIA PACIFIC PRIVATE LIMITED,SG,USD,CORPORATION/25F TWENTY-FIVE SEVEN M CKINLEY 25TH ST. COR. 7TH AVE. BGC TAGUIG 1630 PHILIPPINES,HEWLETT PACKARD PHILIPPINES CORP,2025-05-02T00:00:00Z,1771.96,15,85176243,DDU,14.8,PE,FF 5900CP48XG4QSFP SWITCH,1,c419a88e-7c37-4626-9858-5fdd84ecd23a,OTHER,1823
SINGAPORE,,HEWLETT PACKARD ASIA PACIFIC PRIVATE LIMITED,SG,USD,CORPORATION/25F TWENTY-FIVE SEVEN M CKINLEY 25TH ST. COR. 7TH AVE. BGC TAGUIG 1630 PHILIPPINES,HEWLETT PACKARD PHILIPPINES CORP,2025-05-02T00:00:00Z,825.77,10.6,85176243,DDU,10.4,PE,SU 381048GPOE W1 SLT SWCH,1,26a58208-e4bd-4798-8d9e-028267d14196,OTHER,1824
CHINA,,COSCO SHIPPING E GLOBAL SUPPLY,CN,USD,"UNIT B BLK 23 LOT 19 AND 20 PHASE 2 CITIHOMES SUBD MOLINO IV BACOOR, CAVITE",LOCAS CONSUMER GOODS TRADING,2025-04-30T00:00:00Z,2686.93,180,85176259,FOB,125.45,PACKAGE,STC MUSICAL INSTRUMENTS,,0eae3c0a-8e94-4bf5-8996-189ca0b9c233,SFP COPPER PATCH CBL 10G 5M PASSV W,1825
UNITED STATES,,,US,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-04-30T00:00:00Z,821210.79,2020,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,6c0d2bc8-a42f-41b5-8d19-ec61f9971b7e,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1826
HONG KONG,,,HK,USD,"BLDG. 2430 MALOMA ST., CLARK FREEPORT ZONE",AMERTRON INCORPORATED,2025-04-30T00:00:00Z,156.5,13.3,85176299,EXW,0,CARTON,FIBER OPTIC TRANSCEIVER,,8926f665-22ae-407a-a35c-60373a0883af,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1827
SWITZERLAND,,,CH,USD,"117 TECHNOLOGY AVE. LAGUNA TECHNOPARK INC.*-SEPZ, BINAN, LAGUNA",GRUPPO EMS INC FORMERLY EMS,2025-04-30T00:00:00Z,9060,1041,85176210,FOB,0,PIECES,"FINAL ASSEMBLY, GTAM NANO 2.6 (FGS)",,9d42b7d3-ef60-4f5f-af2c-7f346073fb60,"POWER SUPPLY-(NOTE:THIS DECLARATION INCLUDES HS-85177029000,85177029000,85176210000,85176210000,85291099000,85177099000,-GOODS DESCRIPTION IS FOR THIS HS CODE. WEIGHT,QUANTITY AND VALUE FIGURES ARE FOR THE DECLARATION.)",1828
UNITED STATES,1654 CALEB DRIVE SE BROOKHAVEN MS 39601 UNITED STATES,CONEXON CONNECT LLC GILLSBURGH CABINET,US,USD,"PANORAMA CMPD 3 LOT 3 BLK 1 EAST MAIN AVE PH5 LAGUNA TECHNOPARK-SEZ, BINAN CITY, LAGUNA",GF MICRO OPTICS PHILIPPINES INC,2025-04-30T00:00:00Z,5992,64,85176249,DDP,54,BOX,HIGH DENSITY FIBER PATCH PANELS,,fd25e9a2-aaff-430e-9f87-2ecc6ee5d981,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,1829
UNITED STATES,2100 KINSEY AVE KREMMLING CO 80459 UNITED STATES,CONEXON CONNECT LLC TROUBLESOME,US,USD,"PANORAMA CMPD 3 LOT 3 BLK 1 EAST MAIN AVE PH5 LAGUNA TECHNOPARK-SEZ, BINAN CITY, LAGUNA",GF MICRO OPTICS PHILIPPINES INC,2025-04-30T00:00:00Z,9293.99,69.2,85176249,DDP,54.31,BOX,HIGH DENSITY FIBER PATCH PANELS,,032f78bf-2a91-4387-bcba-6af255e12351,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,1830
UNITED STATES,,,US,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-04-30T00:00:00Z,500,35,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,bd50f0f6-5e11-4953-bfea-e4e8f4efc89f,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1831
BRAZIL,,,BR,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-04-30T00:00:00Z,18939.04,131,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,eda94e54-4e15-4a13-b5a1-2dee4af8c082,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1832
UNITED STATES,"17508 MURPHY PKWY, LATHROP, CA 95330 U.S.A.",REMTRONIX INC,US,USD,"UNIT 1,2 AND 3 PANORAMA BUILDING NEAR MAGELLAN POWER PLANT, CEZ BACAO, ROSARIO, CAVITE",NX LOGISTICS PHILIPPINES INC CEZ,2025-04-30T00:00:00Z,55055,682,85176210,FOB,633.25,PACKAGE,TRANSCEIVER CEZ WLS 25 006,,24ced83e-2267-4a35-8f33-090394598d70,"POWER SUPPLY-(NOTE:THIS DECLARATION INCLUDES HS-85177029000,85177029000,85176210000,85176210000,85291099000,85177099000,-GOODS DESCRIPTION IS FOR THIS HS CODE. WEIGHT,QUANTITY AND VALUE FIGURES ARE FOR THE DECLARATION.)",1833
UNITED STATES,,,US,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-04-30T00:00:00Z,600,42,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,997b4b79-7671-493b-983b-4d9338493d9d,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1834
UNITED STATES,"17508 MURPHY PKWY, LATHROP, CA 95330 U.S.A.",REMTRONIX INC,US,USD,"UNIT 1,2 AND 3 PANORAMA BUILDING NEAR MAGELLAN POWER PLANT, CEZ BACAO, ROSARIO, CAVITE",NX LOGISTICS PHILIPPINES INC CEZ,2025-04-30T00:00:00Z,13999.5,452,85176210,FOB,426,PACKAGE,POWER SUPPLY CEZ WLS 25 006,,c6015e55-de79-4b0e-b59f-164ae8cae01b,"POWER SUPPLY-(NOTE:THIS DECLARATION INCLUDES HS-85177029000,85177029000,85176210000,85176210000,85291099000,85177099000,-GOODS DESCRIPTION IS FOR THIS HS CODE. WEIGHT,QUANTITY AND VALUE FIGURES ARE FOR THE DECLARATION.)",1835
INDIA,,,IN,USD,"LOT 3281-E PH 6A LAGUNA TECHNOPARK-SPECIAL ECONOMIC ZONE, BINAN LAGUNA",A2Z LOGISTICS INC,2025-04-30T00:00:00Z,64400,112,85176299,FOB,0,UNIT,"RADIO FREQUENCY UNIT, CERAGON, RFU-C, IP-10, IP-20, IDU - (06 JANUARY 2026 - ELSE/EXP-25-0022)",,4dae3bad-9968-40a8-b5fb-94bb3f6fa11f,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1836
AUSTRALIA,,,AU,AUD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-04-30T00:00:00Z,100,7,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,7e058236-6bd2-45f5-9af0-6d89e0d337d7,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1837
ISRAEL,,,IL,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-04-30T00:00:00Z,200,8.1,85176299,EXW,0,PACKAGE,WIRELESS ACCESS POINT (FGS -ASSEMBLY FOR PCBA FOR BOX BUILD AND TEST),,8518e1cb-80e0-4e09-8465-230d6896384b,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1838
UNITED STATES,,,US,USD,"TECO INDUSTRIAL PARK, BRGY. BUNDAGUL, MABALACAT, PAMPANGA",MOLEX INTEGRATED PRODUCTS PHILS INC,2025-04-30T00:00:00Z,12222.66,20,85176259,FCA,0,CARTON,OTHER TELECOM EQUIPMENT,,8b10ee9e-c0d9-4eaf-8249-57e7080e1c43,SFP COPPER PATCH CBL 10G 5M PASSV W,1839
AUSTRALIA,,,AU,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-04-30T00:00:00Z,75819.56,199,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,d3edfa75-1f8e-4805-8320-1f12fb7b1d96,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1840
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-04-30T00:00:00Z,690590.88,9378.6,85176241,DDP,0,CARTON,CABLE MODEM,,442dedad-2547-437b-8c01-676fc0fe078e,AS T2 TAG MOTION T2 UNIFIED TAG HUGS INFANT TAG,1841
"TAIWAN, PROVINCE OF CHINA",,THE MASTER C S CABLE RETRIEVER,TW,USD,"WATERFRONT ROAD, SUBIC BAY FREEPORT ZONE, ZAMBALES",GLOBAL MARINE SYSTEMS LIMITED,2025-04-30T00:00:00Z,506757,500,85176249,FOB,500,UNKNOWN,APCN2 PLANT 1 UNIT REPEATER APCN2 M151811 R320DS WITH 18 OFF ATTENUATOR,,1fbf3045-dddf-4586-a71d-08d1ecf1ea6d,IN LINE OPTIC FILTER MIRROR CABLE ASSEMBLY,1842
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-04-29T00:00:00Z,31840.2,494.5,85176299,FCA,0,PIECES,ACCESS POINT (ROUTER),,99446a5c-1271-4ce9-8974-b6850373e935,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1843
INDIA,,,IN,USD,"LOT 3281-E PH 6A LAGUNA TECHNOPARK-SPECIAL ECONOMIC ZONE, BINAN LAGUNA",A2Z LOGISTICS INC,2025-04-29T00:00:00Z,199725,1620,85176299,FOB,0,UNIT,"RADIO FREQUENCY UNIT, CERAGON, RFU-C, IP-10, IP-20, IDU - (06 JANUARY 2026 - ELSE/EXP-25-0022)",,9334594a-36cc-431b-aed9-ba2bea1c7934,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1844
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-04-29T00:00:00Z,22648.32,421.5,85176299,FCA,0,PIECES,ACCESS POINT (ROUTER),,987febc9-a075-4e16-9931-875eaa7f736d,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1845
INDIA,,,IN,USD,"LOT 3281-E PH 6A LAGUNA TECHNOPARK-SPECIAL ECONOMIC ZONE, BINAN LAGUNA",A2Z LOGISTICS INC,2025-04-29T00:00:00Z,104715,972,85176299,FOB,0,UNIT,"RADIO FREQUENCY UNIT, CERAGON, RFU-C, IP-10, IP-20, IDU - (06 JANUARY 2026 - ELSE/EXP-25-0022)",,072a8fed-9e6d-4771-a3c9-d5606b177eba,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1846
IRELAND,,,IE,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-04-29T00:00:00Z,17821,295.1,85176299,EXW,0,PACKAGE,WIRELESS ACCESS POINT (FGS -ASSEMBLY FOR PCBA FOR BOX BUILD AND TEST),,29885998-8fba-4d0d-8d96-e680c67df085,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1847
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-04-29T00:00:00Z,34632,456.2,85176299,FCA,0,PIECES,ACCESS POINT,,1c03a449-7f65-4aa3-8d17-a4ca07477862,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1848
UNITED STATES,,,US,USD,"B2-2 MAKILING DRIVE, CARMELRAY INDUSTRIAL PARK 2-SEZ CALAMBA, LAGUNA",IONICS EMS INC,2025-04-29T00:00:00Z,4220.8,12,85176229,EXW,0,PACKAGE,"CERAGON-RFU-C, IP-10,IP-20,IDU",,132e9e3d-a963-4564-bc9e-b435f32d03c2,"HOUSING PARTS OF MACHINES FOR THE TRANSMISSION DOOR-(NOTE:THIS DECLARATION INCLUDES HS-94036090,83024190,94034000,44111400,59119090,84145999,73064090,44189990,83025000,39174000,73181510,85176229,44219999,48211090,73269010,39269039,44181000,39172300,392590",1849
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-04-29T00:00:00Z,32149.8,1054.7,85176299,FCA,0,PIECES,ACCESS POINT (ROUTER),,1f07e46f-a505-4914-a7a9-193ee42896b0,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1850
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-04-29T00:00:00Z,263944.8,5548.2,85176241,DDP,0,CARTON,CABLE MODEM,,96674208-3743-430b-859c-b84946862d85,AS T2 TAG MOTION T2 UNIFIED TAG HUGS INFANT TAG,1851
UNITED STATES,101 LINDBERGH DR SANTA TERESA NM 88008 USA,COMMSCOPE CONNECTIVITY LLC BERMUDEZ,US,USD,"PANORAMA CMPD 3 LOT 3 BLK 1 EAST MAIN AVE PH5 LAGUNA TECHNOPARK-SEZ, BINAN CITY, LAGUNA",GF MICRO OPTICS PHILIPPINES INC,2025-04-29T00:00:00Z,1909,2.6,85176242,FCA,0.2,BOX,SELMUX PLATFORM,,455cc007-6ac4-46f6-b3c0-6103126fdbf1,WDM MULTI CHANNEL MUX DEMUX SELMUX LGX BOXED,1852
SINGAPORE,,HEWLETT PACKARD ASIA PACIFIC PRIVATE LIMITED,SG,USD,"25F TWENTYFIVE SEVEN MCKINLEY 25TH STREET CORNER 7TH AVENUE BGC, TAGUIG",HEWLETT PACKARD PHILIPPINES CORP,2025-04-29T00:00:00Z,559.51,11.6,85176269,DDU,11.4,PIECES,SP 7220 RW CONTROLLER EXP IND 2024 0183,,b4119c3d-3927-4bdf-ac86-620539723ec8,70063241011082L -- 1RU SPLICE PATCH DRAWER 96 WAY LC-APC LOADED LH,1853
UNITED STATES,,,US,USD,"L4 INNOVATION DRIVE, CARMELRAY INDUSTRIAL PARK 1 SEZ BRGY. CANLUBANG, CALAMBA CITY, LAGUNA",SERCOMM PHILIPPINES INC BRANCH 2,2025-04-29T00:00:00Z,188532,3963,85176241,DDP,0,CARTON,CABLE MODEM,,ba723e41-9bff-4b22-9824-48fd974d7365,AS T2 TAG MOTION T2 UNIFIED TAG HUGS INFANT TAG,1854
HONG KONG,,,HK,USD,"BLDG. 2430 MALOMA ST., CLARK FREEPORT ZONE",AMERTRON INCORPORATED,2025-04-29T00:00:00Z,1436.4,308,85176299,EXW,0,CARTON,FIBER OPTIC TRANSCEIVER,,469e142c-2134-4013-8edd-861356ac92e1,"PARTS OF SUBMARINE CABLE SYSTEM BRC2 OPTICAL COMPOUND MODULE PART NO. G3259923549N671 SN N6711609009 FOR REPAIR, TO BE RETURNED AFTER",1855
UNITED STATES,"210 W STEWART HUSTON DR COATESVILLE PA 19320, UNITED STATES",CTDI PICS VZ RDC COATESVILLE,US,USD,"PANORAMA CMPD 3 LOT 3 BLK 1 EAST MAIN AVE PH5 LAGUNA TECHNOPARK-SEZ, BINAN CITY, LAGUNA",GF MICRO OPTICS PHILIPPINES INC,2025-04-29T00:00:00Z,528200,262.4,85176242,DDP,75.86,BOX,WDM MULTI CHANNEL MUX DEMUX SELMUX LGX BOXED,,24ee1d2f-7c34-472f-9712-cea6e39ba2cc,WDM MULTI CHANNEL MUX DEMUX SELMUX LGX BOXED,1856
